label,x_org,y_org,z_org,x_sim,y_sim,z_sim,error,distance,method
60,733967.9375,4050697,2843.0810546875,733973.125,4050698.75,2846.972412109375,6.716793791295193,1236.9734426621949,Silhouette
22,734186.1875,4051634,2699.16943359375,734190.6875,4051636.5,2703.3369140625,6.623284189691147,1454.945528438318,Silhouette
61,733788.9375,4050789.5,2728.8994140625,733792.625,4050794,2731.69580078125,6.4550317528887025,1057.989770504511,Silhouette
10,733986.375,4051712.25,2600.760986328125,733991.75,4051714,2603.65478515625,6.350369804795436,1255.1025374998935,Silhouette
57,734273.25,4050855,2950.42138671875,734277.8125,4050858.5,2952.982421875,6.29486356655555,1542.192802834095,Silhouette
71,733711,4050636.5,2662.687744140625,733715.1875,4050640,2665.599853515625,6.185914424073687,980.1682571150013,Silhouette
3,734255.5,4051830,2800.861572265625,734260.5,4051830,2804.378662109375,6.11309422216028,1524.1713776435163,Silhouette
51,733704.9375,4050955.5,2660.616943359375,733708.1875,4050959.5,2663.61279296875,5.961343378970242,973.9441138807148,Silhouette
6,734258.625,4051728.75,2794.49365234375,734262.25,4051732,2797.615478515625,5.783504443449812,1527.3322811270166,Silhouette
54,733819.1875,4050963.25,2752.609130859375,733822.5,4050966.75,2755.790771484375,5.774555681318727,1088.1475892659923,Silhouette
31,734110.0625,4051487.25,2707.01025390625,734113.6875,4051489,2709.12890625,4.548825425720069,1378.8575411014524,Silhouette
7,734081.625,4051717.75,2661.5478515625,734085.0625,4051717.75,2664.525390625,4.547762649777732,1350.3472119323376,Silhouette
78,733510,4050552,2604.083251953125,733513.625,4050551.25,2606.60205078125,4.477440400112979,779.3034818015681,Silhouette
55,733897.625,4050842.75,2801.046142578125,733899.375,4050845.5,2804.04296875,4.427862588702925,1166.618658552323,Silhouette
66,733821.4375,4050586.75,2748.692626953125,733824.75,4050588.75,2750.67626953125,4.348274845010421,1090.57209701115,Silhouette
39,734102.875,4051348.25,2740.964111328125,734105.8125,4051348.5,2744.148681640625,4.339688275124879,1371.7072579503515,Silhouette
32,734364.9375,4051491,2858.895263671875,734366.9375,4051493,2860.66015625,3.333893491448206,1633.7168844823077,Silhouette
14,733537.9375,4051535.25,2478.716552734375,733540.1875,4051535.75,2480.680419921875,3.0280809649246767,806.6989291882787,Silhouette
38,734151.1875,4051275.5,2804.77978515625,734153.125,4051276.25,2806.795166015625,2.894506220123756,1420.028610757929,Silhouette
74,733760.125,4050512.75,2711.879150390625,733760.375,4050515.5,2711.82421875,2.7618865807888917,1029.3214446782936,Silhouette
33,734372.4375,4051349,2901.770751953125,734374.5625,4051350,2903.214599609375,2.756867979149277,1641.2480908303585,Silhouette
20,734352.5625,4051603.5,2804.93212890625,734353.875,4051605.5,2805.63623046875,2.493675051067188,1621.3221485187155,Silhouette
56,734076.125,4050729.75,2911.730224609375,734076.25,4050732,2912.042724609375,2.275034340400162,1345.1203609344373,Silhouette
75,733654.6875,4050378.75,2679.366943359375,733655.1875,4050377,2680.587890625,2.1916231942186513,923.9964722405008,Silhouette
59,734069.6875,4050607.5,2899.10107421875,734071.125,4050608.75,2899.88330078125,2.059316548051942,1338.7332152382085,Silhouette
21,734335.8125,4051670.5,2802.5791015625,734337.3125,4051671.25,2803.72021484375,2.0284574239172835,1604.5494947351071,Silhouette
73,733737.5625,4050458.5,2696.37109375,733738,4050459.75,2696.72119140625,1.3698447426302527,1006.7979913133022,Silhouette
58,733917.25,4050580,2820.333984375,733917.5,4050581.25,2820.02392578125,1.311920855676221,1186.3463779670865,Silhouette
